Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator,Hour,Day_of_Week,Month,Amount_Ratio,Speed_Amount_Ratio,Speed_X_Amount
Truck,FTG-388-WSX-973,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",58,Not Fraud,10,4,1,1.0,0.2,16820
Van,FTG-395-EDC-773,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",46,Not Fraud,15,5,1,1.0,0.41818181818181815,5060
Sedan,FTG-670-DEF-850,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",53,Not Fraud,21,6,1,1.0,0.53,5300
SUV,FTG-416-NBH-413,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",47,Not Fraud,4,0,1,1.0,0.36153846153846153,6110
Bus ,FTG-409-RST-512,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",51,Not Fraud,10,1,1,1.0,0.17586206896551723,14790
Car,FTG-423-NMK-342,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",44,Not Fraud,16,2,1,1.0,0.7333333333333333,2640
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",59,Not Fraud,22,3,1,inf,inf,0
Truck,FTG-430-LPO-322,C-103,Regular,Large,290,60,"13.042660878688794, 77.47580097259879",54,Fraud,5,4,1,4.833333333333333,0.18620689655172415,15660
Van,FTG-437-NJI-122,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",43,Not Fraud,11,5,1,1.0,0.39090909090909093,4730
Sedan,FTG-444-MKH-092,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",56,Not Fraud,17,6,1,1.0,0.56,5600
SUV,FTG-451-YUI-978,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",52,Not Fraud,0,0,1,1.0,0.4,6760
Bus ,FTG-458-VFR-878,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",45,Not Fraud,6,1,1,1.0,0.15517241379310345,13050
Car,FTG-465-LKJ-768,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",57,Not Fraud,11,2,2,1.0,0.95,3420
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",49,Not Fraud,18,3,2,inf,inf,0
Truck,FTG-479-RFD-544,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",60,Not Fraud,1,4,2,1.0,0.20689655172413793,17400
Van,FTG-486-PLM-414,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",41,Not Fraud,7,5,2,1.0,0.37272727272727274,4510
Sedan,FTG-493-NBH-123,A-101,Express,Medium,100,60,"13.042660878688794, 77.47580097259879",63,Fraud,13,6,2,1.6666666666666667,0.63,6300
SUV,FTG-500-QAZ-223,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",39,Not Fraud,19,0,2,1.0,0.3,5070
Bus ,FTG-507-JKL-185,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",66,Not Fraud,2,1,2,1.0,0.22758620689655173,19140
Car,FTG-514-KJH-194,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",43,Not Fraud,8,2,2,1.0,0.7166666666666667,2580
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",61,Not Fraud,14,3,2,inf,inf,0
Truck,FTG-230-HGT-120,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",37,Not Fraud,20,4,2,1.0,0.12758620689655173,10730
Van,FTG-615-DCV-753,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",54,Not Fraud,2,5,2,1.0,0.4909090909090909,5940
Sedan,FTG-480-UVW-692,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",46,Not Fraud,8,6,2,1.0,0.46,4600
SUV,FTG-740-MNO-250,B-102,Express,Large,130,110,"13.042660878688794, 77.47580097259879",55,Fraud,14,0,2,1.1818181818181819,0.4230769230769231,7150
Bus ,FTG-636-OKM-421,C-103,Regular,Large,290,60,"13.042660878688794, 77.47580097259879",49,Fraud,21,1,2,4.833333333333333,0.16896551724137931,14210
Car,FTG-643-QWE-332,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",60,Not Fraud,3,2,2,1.0,1.0,3600
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",42,Not Fraud,9,3,2,inf,inf,0
Truck,FTG-657-PLN-104,C-103,Express,Large,290,70,"13.042660878688794, 77.47580097259879",57,Fraud,14,4,2,4.142857142857143,0.19655172413793104,16530
Van,FTG-410-IJK-570,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",48,Not Fraud,20,5,2,1.0,0.43636363636363634,5280
Sedan,FTG-671-WSX-982,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",52,Not Fraud,3,6,2,1.0,0.52,5200
SUV,FTG-660-RST-830,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",45,Not Fraud,9,0,2,1.0,0.34615384615384615,5850
Bus ,FTG-685-ZXC-761,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",59,Not Fraud,15,1,2,1.0,0.20344827586206896,17110
Car,FTG-692-BVC-651,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",53,Not Fraud,21,2,2,1.0,0.8833333333333333,3180
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",47,Not Fraud,4,3,2,inf,inf,0
Truck,FTG-130-XYZ-460,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",51,Not Fraud,10,4,2,1.0,0.17586206896551723,14790
Van,FTG-813-POI-372,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",44,Not Fraud,16,5,2,1.0,0.4,4840
Sedan,FTG-470-PQR-720,A-101,Regular,Medium,100,60,"13.042660878688794, 77.47580097259879",58,Fraud,22,6,2,1.6666666666666667,0.58,5800
SUV,FTG-827-HGT-172,B-102,Express,Large,130,0,"13.042660878688794, 77.47580097259879",54,Fraud,5,0,2,inf,0.4153846153846154,7020
Bus ,FTG-834-RFV-792,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",43,Not Fraud,11,1,2,1.0,0.1482758620689655,12470
Car,FTG-720-ABC-360,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",56,Not Fraud,17,2,3,1.0,0.9333333333333333,3360
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",50,Not Fraud,0,3,3,inf,inf,0
Truck,FTG-877-LMK-129,C-103,Express,Large,290,60,"13.042660878688794, 77.47580097259879",45,Fraud,6,4,3,4.833333333333333,0.15517241379310345,13050
Van,FTG-878-NJH-872,B-102,Regular,Medium,110,0,"13.042660878688794, 77.47580097259879",55,Fraud,11,5,3,inf,0.5,6050
Sedan,FTG-380-DEF-920,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",48,Not Fraud,18,6,3,1.0,0.48,4800
SUV,FTG-880-TGB-212,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",60,Not Fraud,1,0,3,1.0,0.46153846153846156,7800
Bus ,FTG-881-BVC-972,C-103,Express,Large,290,100,"13.042660878688794, 77.47580097259879",42,Fraud,7,1,3,2.9,0.14482758620689656,12180
Car,FTG-882-XCV-672,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",57,Not Fraud,13,2,3,1.0,0.95,3420
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",49,Not Fraud,18,3,3,inf,inf,0
Truck,FTG-884-POU-072,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",52,Not Fraud,1,4,3,1.0,0.1793103448275862,15080
Van,FTG-885-ZXC-772,B-102,Express,Medium,110,100,"13.042660878688794, 77.47580097259879",46,Fraud,7,5,3,1.1,0.41818181818181815,5060
Sedan,FTG-886-PLM-422,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",58,Not Fraud,13,6,3,1.0,0.58,5800
SUV,FTG-887-HGT-129,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",53,Not Fraud,20,0,3,1.0,0.4076923076923077,6890
Bus ,FTG-630-HGT-180,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",47,Not Fraud,2,1,3,1.0,0.16206896551724137,13630
Car,FTG-889-QAZ-523,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",51,Not Fraud,8,2,3,1.0,0.85,3060
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",44,Not Fraud,14,3,3,inf,inf,0
Truck,FTG-891-YUI-972,C-103,Express,Large,290,90,"13.042660878688794, 77.47580097259879",59,Fraud,21,4,3,3.2222222222222223,0.20344827586206896,17110
Van,FTG-892-BVC-552,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",54,Not Fraud,4,5,3,1.0,0.4909090909090909,5940
Sedan,FTG-890-UVW-540,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",43,Not Fraud,9,6,3,1.0,0.43,4300
SUV,FTG-894-KJH-052,B-102,Regular,Large,130,100,"13.042660878688794, 77.47580097259879",56,Fraud,16,0,3,1.3,0.4307692307692308,7280
Bus ,FTG-895-EDC-754,C-103,Express,Large,290,100,"13.042660878688794, 77.47580097259879",50,Fraud,22,1,3,2.9,0.1724137931034483,14500
Car,FTG-896-LMK-436,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",45,Not Fraud,5,2,3,1.0,0.75,2700
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",55,Not Fraud,10,3,3,inf,inf,0
Truck,FTG-898-VFR-873,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",48,Not Fraud,16,4,3,1.0,0.16551724137931034,13920
Van,FTG-899-WSX-542,B-102,Express,Medium,110,100,"13.042660878688794, 77.47580097259879",60,Fraud,22,5,3,1.1,0.5454545454545454,6600
Sedan,FTG-900-QAZ-212,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",42,Not Fraud,5,6,3,1.0,0.42,4200
SUV,FTG-100-XYZ-982,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",57,Not Fraud,11,0,3,1.0,0.43846153846153846,7410
Bus ,FTG-350-MNO-890,C-103,Regular,Large,290,90,"13.042660878688794, 77.47580097259879",49,Fraud,17,1,3,3.2222222222222223,0.16896551724137931,14210
Car,FTG-100-PQR-322,A-101,Express,Small,60,0,"13.042660878688794, 77.47580097259879",52,Fraud,0,2,3,inf,0.8666666666666667,3120
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",46,Not Fraud,6,3,3,inf,inf,0
Truck,FTG-100-LMN-762,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",58,Not Fraud,12,4,3,1.0,0.2,16820
Van,FTG-100-GHI-412,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",53,Not Fraud,19,5,4,1.0,0.4818181818181818,5830
Sedan,FTG-100-JKL-119,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",47,Not Fraud,2,6,4,1.0,0.47,4700
SUV,FTG-600-IJK-420,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",51,Not Fraud,7,0,4,1.0,0.3923076923076923,6630
Bus ,FTG-109-RST-523,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",44,Not Fraud,13,1,4,1.0,0.15172413793103448,12760
Car,FTG-170-RST-750,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",59,Not Fraud,19,2,4,1.0,0.9833333333333333,3540
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",54,Not Fraud,2,3,4,inf,inf,0
Truck,FTG-112-ZXC-624,C-103,Regular,Large,290,100,"13.042660878688794, 77.47580097259879",43,Fraud,8,4,4,2.9,0.1482758620689655,12470
Van,FTG-113-POI-010,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",56,Not Fraud,13,5,4,1.0,0.509090909090909,6160
Sedan,FTG-114-KJH-011,A-101,Regular,Medium,100,0,"13.042660878688794, 77.47580097259879",50,Fraud,20,6,4,inf,0.5,5000
SUV,FTG-520-XYZ-210,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",45,Not Fraud,4,0,4,1.0,0.34615384615384615,5850
Bus ,FTG-116-NBH-411,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",55,Not Fraud,21,4,5,1.0,0.1896551724137931,15950
Car,FTG-017-LKI-111,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",48,Not Fraud,8,5,7,1.0,0.8,2880
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",60,Not Fraud,19,2,9,inf,inf,0
Truck,FTG-019-FRD-566,C-103,Express,Large,290,100,"13.042660878688794, 77.47580097259879",42,Fraud,8,6,1,2.9,0.14482758620689656,12180
Van,FTG-020-TYU-222,B-102,Regular,Medium,110,90,"13.042660878688794, 77.47580097259879",57,Fraud,13,2,6,1.2222222222222223,0.5181818181818182,6270
Sedan,FTG-770-PQR-680,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",49,Not Fraud,4,0,4,1.0,0.49,4900
SUV,FTG-022-XSW-632,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",52,Not Fraud,8,5,7,1.0,0.4,6760
Bus ,FTG-023-NMK-222,C-103,Express,Large,290,90,"13.042660878688794, 77.47580097259879",46,Fraud,8,0,10,3.2222222222222223,0.15862068965517243,13340
Car,FTG-330-ABC-392,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",58,Not Fraud,0,3,11,1.0,0.9666666666666667,3480
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",53,Not Fraud,2,3,12,inf,inf,0
Truck,FTG-126-PLM-131,C-103,Regular,Large,290,90,"13.042660878688794, 77.47580097259879",47,Fraud,4,6,2,3.2222222222222223,0.16206896551724137,13630
Van,FTG-680-DEF-850,B-102,Express,Medium,110,60,"13.042660878688794, 77.47580097259879",20,Fraud,6,5,3,1.8333333333333333,0.18181818181818182,2200
Sedan,FTG-128-WSX-861,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",21,Not Fraud,9,6,4,1.0,0.21,2100
SUV,FTG-250-HGT-120,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",22,Not Fraud,11,0,5,1.0,0.16923076923076924,2860
Bus ,FTG-130-LPO-261,C-103,Regular,Large,290,90,"13.042660878688794, 77.47580097259879",23,Fraud,13,0,7,3.2222222222222223,0.07931034482758621,6670
Car,FTG-510-UVW-690,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",24,Not Fraud,15,1,8,1.0,0.4,1440
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",25,Not Fraud,18,2,9,inf,inf,0
Truck,FTG-133-JOP-362,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",26,Not Fraud,20,2,10,1.0,0.0896551724137931,7540
Van,FTG-510-MNO-262,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",27,Not Fraud,22,3,11,1.0,0.24545454545454545,2970
Sedan,FTG-760-MNO-250,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",28,Not Fraud,0,4,12,1.0,0.28,2800
SUV,FTG-512-ZXC-662,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",29,Not Fraud,3,0,2,1.0,0.2230769230769231,3770
Bus ,FTG-513-POI-372,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",30,Not Fraud,5,6,3,1.0,0.10344827586206896,8700
Car,FTG-514-KJH-082,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",31,Not Fraud,7,0,4,1.0,0.5166666666666667,1860
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",32,Not Fraud,9,1,5,inf,inf,0
Truck,FTG-516-NBH-421,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",33,Not Fraud,12,1,7,1.0,0.11379310344827587,9570
Van,FTG-517-LKI-191,B-102,Express,Medium,110,100,"13.042660878688794, 77.47580097259879",34,Fraud,14,2,8,1.1,0.3090909090909091,3740
Sedan,FTG-518-UYT-801,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",35,Not Fraud,16,3,9,1.0,0.35,3500
SUV,FTG-519-FRD-591,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",36,Not Fraud,18,3,10,1.0,0.27692307692307694,4680
Bus ,FTG-520-TYU-221,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",37,Not Fraud,21,4,11,1.0,0.12758620689655173,10730
Car,FTG-521-BVC-981,A-101,Express,Small,60,100,"13.042660878688794, 77.47580097259879",38,Fraud,23,5,12,0.6,0.6333333333333333,2280
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",39,Not Fraud,1,1,2,inf,inf,0
Truck,FTG-523-NMK-322,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",65,Not Fraud,3,0,3,1.0,0.22413793103448276,18850
Van,FTG-524-CDE-092,B-102,Regular,Medium,110,90,"13.042660878688794, 77.47580097259879",76,Fraud,6,1,4,1.2222222222222223,0.6909090909090909,8360
Sedan,FTG-525-VBN-762,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",89,Not Fraud,8,2,5,1.0,0.89,8900
SUV,FTG-526-PLM-422,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",45,Not Fraud,10,2,7,1.0,0.34615384615384615,5850
Bus ,FTG-430-IJK-570,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",56,Not Fraud,12,3,8,1.0,0.19310344827586207,16240
Car,FTG-680-RST-830,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",67,Not Fraud,15,4,9,1.0,1.1166666666666667,4020
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",87,Not Fraud,17,4,10,inf,inf,0
Truck,FTG-530-LPO-212,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",45,Not Fraud,19,5,11,1.0,0.15517241379310345,13050
Van,FTG-531-ZAS-982,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",34,Not Fraud,21,6,12,1.0,0.3090909090909091,3740
Sedan,FTG-532-IXC-651,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",78,Not Fraud,0,3,2,1.0,0.78,7800
SUV,FTG-150-XYZ-460,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",45,Not Fraud,2,2,3,1.0,0.34615384615384615,5850
Bus ,FTG-534-RFV-091,C-103,Regular,Large,290,100,"13.042660878688794, 77.47580097259879",87,Fraud,4,3,4,2.9,0.3,25230
Car,FTG-490-PQR-720,A-101,Express,Small,60,0,"13.042660878688794, 77.47580097259879",66,Fraud,6,4,6,inf,1.1,3960
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",89,Not Fraud,9,4,7,inf,inf,0
Truck,FTG-537-NJI-101,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",65,Not Fraud,11,5,8,1.0,0.22413793103448276,18850
Van,FTG-740-ABC-360,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",34,Not Fraud,13,6,9,1.0,0.3090909090909091,3740
Sedan,FTG-539-UTY-542,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",98,Not Fraud,15,6,10,1.0,0.98,9800
SUV,FTG-540-POU-212,B-102,Regular,Large,130,110,"13.042660878688794, 77.47580097259879",22,Fraud,18,0,11,1.1818181818181819,0.16923076923076924,2860
Bus ,FTG-541-ZXC-994,C-103,Express,Large,290,100,"13.042660878688794, 77.47580097259879",23,Fraud,20,6,1,2.9,0.07931034482758621,6670
Car,FTG-542-VBN-653,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",10,Not Fraud,22,4,2,1.0,0.16666666666666666,600
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",67,Not Fraud,0,4,3,inf,inf,0
Truck,FTG-544-MKH-092,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",87,Not Fraud,3,5,4,1.0,0.3,25230
Van,FTG-545-DCF-762,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",65,Not Fraud,5,6,6,1.0,0.5909090909090909,7150
Sedan,FTG-546-POI-431,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",34,Not Fraud,7,6,7,1.0,0.34,3400
SUV,FTG-400-DEF-920,B-102,Express,Large,130,100,"13.042660878688794, 77.47580097259879",87,Fraud,9,0,8,1.3,0.6692307692307692,11310
Bus ,FTG-548-JKL-871,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",35,Not Fraud,12,1,9,1.0,0.1206896551724138,10150
Car,FTG-549-RFD-541,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",32,Not Fraud,14,1,10,1.0,0.5333333333333333,1920
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",76,Not Fraud,16,2,11,inf,inf,0
Truck,FTG-551-YUI-981,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",34,Not Fraud,18,1,1,1.0,0.11724137931034483,9860
Van,FTG-552-BVC-652,B-102,Regular,Medium,110,60,"13.042660878688794, 77.47580097259879",65,Fraud,21,2,2,1.8333333333333333,0.5909090909090909,7150
Sedan,FTG-553-NBH-322,A-101,Express,Medium,100,60,"13.042660878688794, 77.47580097259879",23,Fraud,23,2,3,1.6666666666666667,0.23,2300
SUV,FTG-554-KJH-091,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",65,Not Fraud,1,4,4,1.0,0.5,8450
Bus ,FTG-555-EDC-762,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",34,Not Fraud,3,4,5,1.0,0.11724137931034483,9860
Car,FTG-556-LMK-431,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",76,Not Fraud,6,5,7,1.0,1.2666666666666666,4560
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",45,Not Fraud,8,6,8,inf,inf,0
Truck,FTG-558-VFR-872,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",67,Not Fraud,10,0,9,1.0,0.23103448275862068,19430
Van,FTG-559-WSX-542,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",45,Not Fraud,12,0,10,1.0,0.4090909090909091,4950
Sedan,FTG-650-HGT-180,A-101,Regular,Medium,100,90,"13.042660878688794, 77.47580097259879",76,Fraud,15,1,11,1.1111111111111112,0.76,7600
SUV,FTG-561-POU-982,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",45,Not Fraud,17,1,12,1.0,0.34615384615384615,5850
Bus ,FTG-562-NJH-651,C-103,Regular,Large,290,90,"13.042660878688794, 77.47580097259879",76,Fraud,19,3,2,3.2222222222222223,0.2620689655172414,22040
Car,FTG-563-ZXC-325,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",45,Not Fraud,21,3,3,1.0,0.75,2700
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",76,Not Fraud,0,5,4,inf,inf,0
Truck,FTG-565-LKJ-744,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",45,Not Fraud,2,6,5,1.0,0.15517241379310345,13050
Van,FTG-566-HGT-434,B-102,Regular,Medium,110,100,"13.042660878688794, 77.47580097259879",65,Fraud,4,6,7,1.1,0.5909090909090909,7150
Sedan,FTG-567-MKF-104,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",98,Not Fraud,6,0,8,1.0,0.98,9800
SUV,FTG-910-UVW-540,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",76,Not Fraud,9,1,9,1.0,0.5846153846153846,9880
Bus ,FTG-569-NBH-544,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",65,Not Fraud,11,1,10,1.0,0.22413793103448276,18850
Car,FTG-570-POI-214,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",88,Not Fraud,13,2,11,1.0,1.4666666666666666,5280
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",76,Not Fraud,15,2,12,inf,inf,0
Truck,FTG-572-QAZ-653,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",56,Not Fraud,18,5,2,1.0,0.19310344827586207,16240
